都道府県,年,月,日,日照時間_h
茨城県,2024,8,3,11.7
茨城県,2024,8,4,12.1
茨城県,2024,8,5,7.3
茨城県,2024,8,6,10.8
茨城県,2024,8,7,3.4
茨城県,2024,8,8,11.1
茨城県,2024,8,9,11.2
茨城県,2024,8,10,5.5
茨城県,2024,9,1,2.0
茨城県,2024,9,2,10.3
茨城県,2024,9,3,2.0
茨城県,2024,9,4,6.0
茨城県,2024,9,5,11.3
茨城県,2024,9,6,9.4
茨城県,2024,9,7,10.9
茨城県,2024,9,8,9.7
茨城県,2024,9,9,6.5
茨城県,2024,9,10,6.7
茨城県,2024,10,1,2.2
茨城県,2024,10,2,6.7
茨城県,2024,10,3,2.0
茨城県,2024,10,4,4.1
茨城県,2024,10,5,0.0
茨城県,2024,10,6,1.5
茨城県,2024,10,7,3.9
茨城県,2024,10,8,0.0
茨城県,2024,10,9,0.0
茨城県,2024,10,10,1.0
茨城県,2024,11,1,4.2
茨城県,2024,11,2,0.0
茨城県,2024,11,3,10.1
茨城県,2024,11,4,9.5
茨城県,2024,11,6,2.5
茨城県,2024,11,7,10.2
茨城県,2024,11,8,10.1
茨城県,2024,11,9,9.7
茨城県,2024,11,10,1.5
茨城県,2024,12,1,9.5
茨城県,2024,12,2,6.7
茨城県,2024,12,3,9.3
茨城県,2024,12,4,7.2
茨城県,2024,12,5,5.9
茨城県,2024,12,6,9.4
茨城県,2024,12,7,7.3
茨城県,2024,12,8,8.0
茨城県,2024,12,9,9.2
茨城県,2024,12,10,9.2
栃木県,2024,1,1,9.5
栃木県,2024,1,2,0.1
栃木県,2024,1,3,0.5
栃木県,2024,1,4,6.4
栃木県,2024,1,5,9.4
栃木県,2024,1,6,9.3
栃木県,2024,1,7,8.8
栃木県,2024,1,8,9.6
栃木県,2024,1,9,9.2
栃木県,2024,1,10,8.8
栃木県,2024,2,1,9.7
栃木県,2024,2,2,6.2
栃木県,2024,2,3,9.7
栃木県,2024,2,4,7.1
栃木県,2024,2,5,0.0
栃木県,2024,2,6,0.0
栃木県,2024,2,7,8.4
栃木県,2024,2,8,8.1
栃木県,2024,2,9,8.1
栃木県,2024,2,10,10.0
栃木県,2024,3,1,7.6
栃木県,2024,3,2,10.8
栃木県,2024,3,3,10.6
栃木県,2024,3,4,10.7
栃木県,2024,3,5,0.1
栃木県,2024,3,6,0.2
栃木県,2024,3,7,6.3
栃木県,2024,3,8,5.8
栃木県,2024,3,9,10.7
栃木県,2024,3,10,8.3
栃木県,2024,4,1,8.3
栃木県,2024,4,2,8.7
栃木県,2024,4,3,0.0
栃木県,2024,4,4,4.9
栃木県,2024,4,5,0.0
栃木県,2024,4,6,0.0
栃木県,2024,4,7,10.3
栃木県,2024,4,8,1.6
栃木県,2024,4,9,0.0
栃木県,2024,4,10,12.4
栃木県,2024,5,1,0.0
栃木県,2024,5,2,11.7
栃木県,2024,5,3,13.0
栃木県,2024,5,4,12.6
栃木県,2024,5,5,12.8
栃木県,2024,5,6,3.4
栃木県,2024,5,7,0.0
栃木県,2024,5,8,0.8
栃木県,2024,5,9,4.5
栃木県,2024,5,10,13.0
栃木県,2024,6,1,4.7
栃木県,2024,6,2,0.8
栃木県,2024,6,3,6.1
栃木県,2024,6,4,6.9
栃木県,2024,6,5,9.3
栃木県,2024,6,6,3.9
栃木県,2024,6,7,3.8
栃木県,2024,6,8,11.6
栃木県,2024,6,9,0.1
栃木県,2024,6,10,1.6
栃木県,2024,7,1,1.4
栃木県,2024,7,2,7.9
栃木県,2024,7,3,3.3
栃木県,2024,7,4,6.1
栃木県,2024,7,5,10.7
栃木県,2024,7,6,2.8
栃木県,2024,7,7,9.3
栃木県,2024,7,8,4.3
栃木県,2024,7,9,2.8
栃木県,2024,7,10,1.0
栃木県,2024,8,1,9.0
栃木県,2024,8,2,7.5
栃木県,2024,8,3,7.3
栃木県,2024,8,4,9.7
栃木県,2024,8,5,6.0
栃木県,2024,8,6,2.6
栃木県,2024,8,7,3.3
栃木県,2024,8,8,2.8
栃木県,2024,8,9,7.3
栃木県,2024,8,10,7.9
栃木県,2024,9,1,3.5
栃木県,2024,9,2,7.4
栃木県,2024,9,3,0.5
栃木県,2024,9,4,9.5
栃木県,2024,9,5,10.1
栃木県,2024,9,6,7.7
栃木県,2024,9,7,9.6
栃木県,2024,9,8,5.8
栃木県,2024,9,9,2.7
栃木県,2024,9,10,8.0
栃木県,2024,10,1,4.0
栃木県,2024,10,2,9.9
栃木県,2024,10,3,0.3
栃木県,2024,10,4,0.0
栃木県,2024,10,5,0.0
栃木県,2024,10,6,0.2
栃木県,2024,10,7,1.7
栃木県,2024,10,8,0.0
栃木県,2024,10,9,0.1
栃木県,2024,10,10,0.5
栃木県,2024,11,1,4.1
栃木県,2024,11,2,0.0
栃木県,2024,11,3,10.2
栃木県,2024,11,4,10.0
栃木県,2024,11,5,4.1
栃木県,2024,11,6,0.5
栃木県,2024,11,7,8.7
栃木県,2024,11,8,10.1
栃木県,2024,11,9,10.2
栃木県,2024,11,10,0.2
栃木県,2024,12,1,8.7
栃木県,2024,12,2,8.9
栃木県,2024,12,3,9.0
栃木県,2024,12,4,6.0
栃木県,2024,12,5,8.7
栃木県,2024,12,6,9.0
栃木県,2024,12,7,6.9
栃木県,2024,12,8,6.7
栃木県,2024,12,9,9.5
栃木県,2024,12,10,9.0
群馬県,2024,1,1,9.1
群馬県,2024,1,2,9.0
群馬県,2024,1,3,2.1
群馬県,2024,1,4,6.7
群馬県,2024,1,5,9.3
群馬県,2024,1,6,9.3
群馬県,2024,1,7,7.6
群馬県,2024,1,8,9.4
群馬県,2024,1,9,9.4
群馬県,2024,1,10,8.4
群馬県,2024,2,1,9.4
群馬県,2024,2,2,8.1
群馬県,2024,2,3,9.2
群馬県,2024,2,4,5.5
群馬県,2024,2,5,0.0
群馬県,2024,2,6,1.2
群馬県,2024,2,7,8.9
群馬県,2024,2,8,8.6
群馬県,2024,2,9,7.9
群馬県,2024,2,10,9.5
群馬県,2024,3,1,7.2
群馬県,2024,3,2,10.8
群馬県,2024,3,3,10.6
群馬県,2024,3,4,10.1
群馬県,2024,3,5,0.1
群馬県,2024,3,6,0.0
群馬県,2024,3,7,9.0
群馬県,2024,3,8,7.4
群馬県,2024,3,9,10.1
群馬県,2024,3,10,9.6
群馬県,2024,4,1,7.1
群馬県,2024,4,2,6.9
群馬県,2024,4,3,0.0
群馬県,2024,4,4,9.1
群馬県,2024,4,5,0.0
群馬県,2024,4,6,1.6
群馬県,2024,4,7,10.8
群馬県,2024,4,8,2.1
群馬県,2024,4,9,1.0
群馬県,2024,4,10,11.8
群馬県,2024,5,1,0.0
群馬県,2024,5,2,10.1
群馬県,2024,5,3,13.0
群馬県,2024,5,4,12.9
群馬県,2024,5,5,12.6
群馬県,2024,5,6,1.1
群馬県,2024,5,7,0.0
群馬県,2024,5,8,3.4
群馬県,2024,5,9,7.5
群馬県,2024,5,10,13.2
群馬県,2024,6,1,10.4
群馬県,2024,6,2,0.0
群馬県,2024,6,3,7.8
群馬県,2024,6,4,8.3
群馬県,2024,6,5,13.1
群馬県,2024,6,6,8.9
群馬県,2024,6,7,6.6
群馬県,2024,6,8,11.4
群馬県,2024,6,9,0.6
群馬県,2024,6,10,0.5
群馬県,2024,7,1,0.3
群馬県,2024,7,2,6.9
群馬県,2024,7,3,6.6
群馬県,2024,7,4,8.4
群馬県,2024,7,5,11.4
群馬県,2024,7,6,2.5
群馬県,2024,7,7,12.0
群馬県,2024,7,8,0.4
群馬県,2024,7,9,1.0
群馬県,2024,7,10,0.0
群馬県,2024,8,1,11.9
群馬県,2024,8,2,13.1
群馬県,2024,8,3,11.6
群馬県,2024,8,4,10.0
群馬県,2024,8,5,6.9
群馬県,2024,8,6,2.8
群馬県,2024,8,7,3.7
群馬県,2024,8,8,9.5
群馬県,2024,8,9,6.7
群馬県,2024,8,10,11.2
群馬県,2024,9,1,0.1
群馬県,2024,9,2,6.5
群馬県,2024,9,3,0.2
群馬県,2024,9,4,8.3
群馬県,2024,9,5,11.2
群馬県,2024,9,6,11.1
群馬県,2024,9,7,8.3
群馬県,2024,9,8,6.5
群馬県,2024,9,9,4.3
群馬県,2024,9,10,3.9
群馬県,2024,10,1,10.2
群馬県,2024,10,2,10.3
群馬県,2024,10,3,0.2
群馬県,2024,10,4,0.0
群馬県,2024,10,5,0.0
群馬県,2024,10,6,0.6
群馬県,2024,10,7,2.3
群馬県,2024,10,8,0.0
群馬県,2024,10,9,2.2
群馬県,2024,10,10,2.8
群馬県,2024,11,1,3.6
群馬県,2024,11,2,0.0
群馬県,2024,11,3,9.3
群馬県,2024,11,4,9.5
群馬県,2024,11,5,4.3
群馬県,2024,11,6,4.1
群馬県,2024,11,7,9.6
群馬県,2024,11,8,9.5
群馬県,2024,11,9,9.5
群馬県,2024,11,10,0.3
群馬県,2024,12,1,9.0
群馬県,2024,12,2,9.3
群馬県,2024,12,3,8.0
群馬県,2024,12,4,6.9
群馬県,2024,12,5,8.8
群馬県,2024,12,6,8.5
群馬県,2024,12,7,8.3
群馬県,2024,12,8,7.2
群馬県,2024,12,9,9.2
群馬県,2024,12,10,9.2
埼玉県,2024,1,1,9.3
埼玉県,2024,1,2,4.3
埼玉県,2024,1,3,0.7
埼玉県,2024,1,4,7.3
埼玉県,2024,1,5,9.3
埼玉県,2024,1,6,9.4
埼玉県,2024,1,7,7.5
埼玉県,2024,1,8,9.5
埼玉県,2024,1,9,9.4
埼玉県,2024,1,10,8.2
埼玉県,2024,2,1,9.8
埼玉県,2024,2,2,2.4
埼玉県,2024,2,3,9.3
埼玉県,2024,2,4,6.5
埼玉県,2024,2,5,0.0
埼玉県,2024,2,6,0.2
埼玉県,2024,2,7,9.6
埼玉県,2024,2,8,9.5
埼玉県,2024,2,9,6.7
埼玉県,2024,2,10,9.3
埼玉県,2024,3,1,7.8
埼玉県,2024,3,2,10.0
埼玉県,2024,3,3,10.9
埼玉県,2024,3,4,10.7
埼玉県,2024,3,5,0.0
埼玉県,2024,3,6,0.0
埼玉県,2024,3,7,8.2
埼玉県,2024,3,8,6.2
埼玉県,2024,3,9,10.4
埼玉県,2024,3,10,11.5
埼玉県,2024,4,1,4.2
埼玉県,2024,4,2,8.1
埼玉県,2024,4,3,0.0
埼玉県,2024,4,4,7.0
埼玉県,2024,4,5,0.0
埼玉県,2024,4,6,0.0
埼玉県,2024,4,7,9.3
埼玉県,2024,4,8,1.9
埼玉県,2024,4,9,0.0
埼玉県,2024,4,10,12.3
埼玉県,2024,5,1,0.0
埼玉県,2024,5,3,12.9
埼玉県,2024,5,4,12.9
埼玉県,2024,5,5,12.6
埼玉県,2024,5,6,2.1
埼玉県,2024,5,7,0.2
埼玉県,2024,5,8,0.7
埼玉県,2024,5,9,6.4
埼玉県,2024,5,10,13.0
埼玉県,2024,6,1,9.7
埼玉県,2024,6,2,0.0
埼玉県,2024,6,3,7.3
埼玉県,2024,6,4,7.4
埼玉県,2024,6,5,13.8
埼玉県,2024,6,6,5.6
埼玉県,2024,6,7,8.3
埼玉県,2024,6,8,12.5
埼玉県,2024,6,9,1.7
埼玉県,2024,6,10,0.0
埼玉県,2024,7,1,0.0
埼玉県,2024,7,2,6.5
埼玉県,2024,7,3,3.8
埼玉県,2024,7,4,11.2
埼玉県,2024,7,5,12.6
埼玉県,2024,7,6,3.7
埼玉県,2024,7,7,12.4
埼玉県,2024,7,8,3.5
埼玉県,2024,7,9,2.2
埼玉県,2024,7,10,0.4
埼玉県,2024,8,1,12.5
埼玉県,2024,8,2,11.7
埼玉県,2024,8,3,10.2
埼玉県,2024,8,4,9.6
埼玉県,2024,8,5,5.6
埼玉県,2024,8,6,1.6
埼玉県,2024,8,7,3.4
埼玉県,2024,8,8,5.5
埼玉県,2024,8,9,7.8
埼玉県,2024,8,10,8.2
埼玉県,2024,9,1,3.1
埼玉県,2024,9,2,9.8
埼玉県,2024,9,3,0.0
埼玉県,2024,9,4,10.0
埼玉県,2024,9,5,11.3
埼玉県,2024,9,6,10.8
埼玉県,2024,9,7,11.4
埼玉県,2024,9,8,4.9
埼玉県,2024,9,9,6.3
埼玉県,2024,9,10,7.4
埼玉県,2024,10,1,3.4
埼玉県,2024,10,2,9.6
埼玉県,2024,10,3,0.0
埼玉県,2024,10,4,0.0
埼玉県,2024,10,5,0.0
埼玉県,2024,10,6,0.1
埼玉県,2024,10,7,2.1
埼玉県,2024,10,8,0.0
埼玉県,2024,10,9,0.1
埼玉県,2024,10,10,0.7
埼玉県,2024,11,1,4.2
埼玉県,2024,11,2,0.0
埼玉県,2024,11,3,10.0
埼玉県,2024,11,4,9.3
埼玉県,2024,11,5,4.5
埼玉県,2024,11,6,2.9
埼玉県,2024,11,7,10.2
埼玉県,2024,11,8,10.0
埼玉県,2024,11,9,10.0
埼玉県,2024,11,10,0.1
埼玉県,2024,12,1,9.5
埼玉県,2024,12,2,9.3
埼玉県,2024,12,3,9.0
埼玉県,2024,12,4,7.7
埼玉県,2024,12,5,8.7
埼玉県,2024,12,6,9.0
埼玉県,2024,12,7,8.7
埼玉県,2024,12,8,7.8
埼玉県,2024,12,9,9.3
埼玉県,2024,12,10,9.3
千葉県,2024,1,1,9.4
千葉県,2024,1,2,1.6
千葉県,2024,1,3,1.9
千葉県,2024,1,4,6.2
千葉県,2024,1,5,7.6
千葉県,2024,1,6,9.1
千葉県,2024,1,7,2.7
千葉県,2024,1,8,9.6
千葉県,2024,1,9,8.9
千葉県,2024,1,10,5.7
千葉県,2024,2,1,3.9
千葉県,2024,2,2,0.0
千葉県,2024,2,3,9.5
千葉県,2024,2,4,0.0
千葉県,2024,2,5,0.0
千葉県,2024,2,6,0.0
千葉県,2024,2,7,9.9
千葉県,2024,2,8,7.0
千葉県,2024,2,9,2.9
千葉県,2024,2,10,10.0
千葉県,2024,3,1,5.9
千葉県,2024,3,2,1.2
千葉県,2024,3,3,10.0
千葉県,2024,3,4,10.9
千葉県,2024,3,5,0.0
千葉県,2024,3,6,0.0
千葉県,2024,3,7,3.1
千葉県,2024,3,8,0.1
千葉県,2024,3,9,10.2
千葉県,2024,3,10,10.5
千葉県,2024,4,1,4.2
千葉県,2024,4,2,9.9
千葉県,2024,4,3,0.0
千葉県,2024,4,4,0.0
千葉県,2024,4,5,0.0
千葉県,2024,4,6,0.0
千葉県,2024,4,7,4.6
千葉県,2024,4,8,1.3
千葉県,2024,4,9,0.0
千葉県,2024,4,10,12.2
千葉県,2024,5,1,0.0
千葉県,2024,5,2,8.9
千葉県,2024,5,3,13.1
千葉県,2024,5,4,12.7
千葉県,2024,5,5,12.8
千葉県,2024,5,6,2.6
千葉県,2024,5,7,0.0
千葉県,2024,5,8,4.4
千葉県,2024,5,9,4.5
千葉県,2024,5,10,13.2
千葉県,2024,6,1,5.7
千葉県,2024,6,2,1.8
千葉県,2024,6,3,2.0
千葉県,2024,6,4,10.3
千葉県,2024,6,5,12.3
千葉県,2024,6,6,3.8
千葉県,2024,6,7,7.1
千葉県,2024,6,8,9.9
千葉県,2024,6,9,0.7
千葉県,2024,6,10,0.2
千葉県,2024,7,1,0.3
千葉県,2024,7,2,1.9
千葉県,2024,7,3,6.8
千葉県,2024,7,4,10.4
千葉県,2024,7,5,10.6
千葉県,2024,7,6,4.6
千葉県,2024,7,7,10.5
千葉県,2024,7,8,11.6
千葉県,2024,7,9,5.9
千葉県,2024,7,10,6.9
千葉県,2024,8,1,11.8
千葉県,2024,8,2,7.2
千葉県,2024,8,3,11.2
千葉県,2024,8,4,11.0
千葉県,2024,8,5,9.3
千葉県,2024,8,6,3.6
千葉県,2024,8,7,4.1
千葉県,2024,8,8,7.7
千葉県,2024,8,9,8.7
千葉県,2024,8,10,5.9
千葉県,2024,9,1,3.4
千葉県,2024,9,2,10.3
千葉県,2024,9,3,0.2
千葉県,2024,9,4,4.9
千葉県,2024,9,5,4.2
千葉県,2024,9,6,10.3
千葉県,2024,9,7,11.8
千葉県,2024,9,8,11.0
千葉県,2024,9,9,8.6
千葉県,2024,9,10,9.2
千葉県,2024,10,1,1.1
千葉県,2024,10,2,7.3
千葉県,2024,10,3,2.3
千葉県,2024,10,4,7.5
千葉県,2024,10,5,0.0
千葉県,2024,10,6,0.1
千葉県,2024,10,7,9.3
千葉県,2024,10,8,0.0
千葉県,2024,10,9,0.0
千葉県,2024,10,10,0.9
千葉県,2024,11,1,4.5
千葉県,2024,11,2,0.0
千葉県,2024,11,3,10.0
千葉県,2024,11,4,9.9
千葉県,2024,11,5,1.2
千葉県,2024,11,6,0.7
千葉県,2024,11,7,9.8
千葉県,2024,11,8,8.6
千葉県,2024,11,9,5.3
千葉県,2024,11,10,1.3
千葉県,2024,12,1,9.5
千葉県,2024,12,2,8.5
千葉県,2024,12,3,9.4
千葉県,2024,12,4,8.9
千葉県,2024,12,5,5.9
千葉県,2024,12,6,9.4
千葉県,2024,12,7,5.8
千葉県,2024,12,8,7.8
千葉県,2024,12,9,9.3
千葉県,2024,12,10,9.3
東京都,2024,1,1,8.9
東京都,2024,1,2,1.7
東京都,2024,1,3,0.5
東京都,2024,1,4,6.6
東京都,2024,1,5,8.6
東京都,2024,1,6,8.9
東京都,2024,1,7,3.2
東京都,2024,1,8,8.8
東京都,2024,1,9,8.8
東京都,2024,1,10,6.5
東京都,2024,2,1,5.0
東京都,2024,2,2,0.4
東京都,2024,2,3,8.7
東京都,2024,2,4,0.0
東京都,2024,2,5,0.0
東京都,2024,2,6,0.0
東京都,2024,2,7,9.2
東京都,2024,2,8,6.9
東京都,2024,2,9,6.9
東京都,2024,2,10,9.5
東京都,2024,3,1,6.2
東京都,2024,3,2,2.5
東京都,2024,3,3,10.3
東京都,2024,3,4,10.6
東京都,2024,3,5,0.0
東京都,2024,3,6,0.4
東京都,2024,3,7,2.3
東京都,2024,3,8,1.6
東京都,2024,3,9,10.7
東京都,2024,3,10,11.0
東京都,2024,4,1,3.8
東京都,2024,4,2,10.6
東京都,2024,4,3,0.0
東京都,2024,4,4,0.1
東京都,2024,4,5,0.0
東京都,2024,4,6,0.0
東京都,2024,4,7,8.2
東京都,2024,4,8,2.3
東京都,2024,4,9,0.0
東京都,2024,4,10,11.9
東京都,2024,5,1,0.0
東京都,2024,5,2,7.7
東京都,2024,5,3,12.4
東京都,2024,5,4,12.4
東京都,2024,5,5,12.6
東京都,2024,5,6,0.9
東京都,2024,5,7,0.0
東京都,2024,5,8,1.3
東京都,2024,5,9,5.8
東京都,2024,5,10,12.8
東京都,2024,6,1,7.0
東京都,2024,6,2,2.9
東京都,2024,6,3,2.4
東京都,2024,6,4,7.8
東京都,2024,6,5,11.9
東京都,2024,6,6,3.8
東京都,2024,6,7,5.1
東京都,2024,6,8,11.8
東京都,2024,6,9,0.2
東京都,2024,6,10,0.7
東京都,2024,7,1,0.1
東京都,2024,7,2,2.2
東京都,2024,7,3,7.2
東京都,2024,7,4,9.1
東京都,2024,7,5,13.2
東京都,2024,7,6,7.5
東京都,2024,7,7,9.9
東京都,2024,7,8,11.3
東京都,2024,7,9,6.4
東京都,2024,7,10,4.3
東京都,2024,8,1,9.3
東京都,2024,8,2,6.0
東京都,2024,8,3,8.9
東京都,2024,8,4,10.0
東京都,2024,8,5,7.8
東京都,2024,8,6,1.8
東京都,2024,8,7,4.6
東京都,2024,8,8,4.0
東京都,2024,8,9,8.6
東京都,2024,8,10,8.6
東京都,2024,9,1,0.8
東京都,2024,9,2,11.1
東京都,2024,9,3,0.1
東京都,2024,9,4,6.8
東京都,2024,9,5,9.2
東京都,2024,9,6,9.5
東京都,2024,9,7,8.1
東京都,2024,9,8,8.6
東京都,2024,9,9,5.4
東京都,2024,9,10,10.0
東京都,2024,10,1,2.7
東京都,2024,10,2,10.2
東京都,2024,10,3,0.2
東京都,2024,10,4,3.8
東京都,2024,10,5,0.0
東京都,2024,10,6,0.0
東京都,2024,10,7,7.3
東京都,2024,10,8,0.0
東京都,2024,10,9,0.0
東京都,2024,10,10,0.9
東京都,2024,11,1,3.6
東京都,2024,11,2,0.0
東京都,2024,11,3,9.6
東京都,2024,11,4,7.8
東京都,2024,11,5,2.5
東京都,2024,11,6,0.8
東京都,2024,11,7,9.5
東京都,2024,11,8,8.0
東京都,2024,11,9,6.9
東京都,2024,11,10,0.6
東京都,2024,12,1,9.0
東京都,2024,12,2,5.3
東京都,2024,12,3,8.8
東京都,2024,12,4,8.7
東京都,2024,12,5,6.0
東京都,2024,12,6,8.8
東京都,2024,12,7,8.3
東京都,2024,12,8,7.3
東京都,2024,12,9,8.9
東京都,2024,12,10,8.9
神奈川県,2024,1,1,9.4
神奈川県,2024,1,2,1.5
神奈川県,2024,1,3,1.9
神奈川県,2024,1,4,6.6
神奈川県,2024,1,5,8.6
神奈川県,2024,1,6,9.2
神奈川県,2024,1,7,3.9
神奈川県,2024,1,8,9.6
神奈川県,2024,1,9,9.5
神奈川県,2024,1,10,5.3
神奈川県,2024,2,1,2.4
神奈川県,2024,2,2,0.0
神奈川県,2024,2,3,8.2
神奈川県,2024,2,4,0.0
神奈川県,2024,2,5,0.0
神奈川県,2024,2,6,0.0
神奈川県,2024,2,7,9.0
神奈川県,2024,2,8,8.1
神奈川県,2024,2,9,6.2
神奈川県,2024,2,10,9.4
神奈川県,2024,3,1,4.4
神奈川県,2024,3,2,3.3
神奈川県,2024,3,3,10.5
神奈川県,2024,3,4,10.3
神奈川県,2024,3,5,0.0
神奈川県,2024,3,6,0.1
神奈川県,2024,3,7,1.9
神奈川県,2024,3,8,3.0
神奈川県,2024,3,9,10.2
神奈川県,2024,3,10,8.1
神奈川県,2024,4,1,2.0
神奈川県,2024,4,2,9.2
神奈川県,2024,4,3,0.0
神奈川県,2024,4,4,0.0
神奈川県,2024,4,5,0.0
神奈川県,2024,4,6,1.1
神奈川県,2024,4,7,7.1
神奈川県,2024,4,8,2.3
神奈川県,2024,4,9,0.0
神奈川県,2024,4,10,12.0
神奈川県,2024,5,1,0.0
神奈川県,2024,5,2,8.1
神奈川県,2024,5,3,12.6
神奈川県,2024,5,4,12.9
神奈川県,2024,5,5,12.8
神奈川県,2024,5,6,0.9
神奈川県,2024,5,7,0.1
神奈川県,2024,5,8,8.9
神奈川県,2024,5,9,4.3
神奈川県,2024,5,10,13.2
神奈川県,2024,6,1,7.1
神奈川県,2024,6,2,3.9
神奈川県,2024,6,3,5.3
神奈川県,2024,6,4,9.1
神奈川県,2024,6,5,13.3
神奈川県,2024,6,6,6.3
神奈川県,2024,6,7,8.7
神奈川県,2024,6,8,12.2
神奈川県,2024,6,9,0.2
神奈川県,2024,6,10,3.2
神奈川県,2024,7,1,0.0
神奈川県,2024,7,2,5.3
神奈川県,2024,7,3,6.4
神奈川県,2024,7,4,11.3
神奈川県,2024,7,5,13.3
神奈川県,2024,7,6,8.4
神奈川県,2024,7,7,12.0
神奈川県,2024,7,8,11.2
神奈川県,2024,7,9,6.0
神奈川県,2024,7,10,6.0
神奈川県,2024,8,1,10.7
神奈川県,2024,8,2,9.1
神奈川県,2024,8,3,12.7
神奈川県,2024,8,4,11.0
神奈川県,2024,8,5,8.5
神奈川県,2024,8,6,4.3
神奈川県,2024,8,7,7.8
神奈川県,2024,8,8,7.9
神奈川県,2024,8,9,8.1
神奈川県,2024,8,10,8.1
神奈川県,2024,9,1,0.1
神奈川県,2024,9,2,10.5
神奈川県,2024,9,3,0.0
神奈川県,2024,9,4,7.5
神奈川県,2024,9,5,11.3
神奈川県,2024,9,6,10.9
神奈川県,2024,9,7,10.8
神奈川県,2024,9,8,9.9
神奈川県,2024,9,9,10.6
神奈川県,2024,9,10,10.6
神奈川県,2024,10,1,3.3
神奈川県,2024,10,2,9.6
神奈川県,2024,10,3,0.2
神奈川県,2024,10,4,4.2
神奈川県,2024,10,5,0.0
神奈川県,2024,10,6,0.5
神奈川県,2024,10,7,7.8
神奈川県,2024,10,8,0.0
神奈川県,2024,10,9,0.0
神奈川県,2024,10,10,1.4
神奈川県,2024,11,1,2.4
神奈川県,2024,11,2,0.0
神奈川県,2024,11,3,10.2
神奈川県,2024,11,4,9.8
神奈川県,2024,11,5,1.4
神奈川県,2024,11,6,1.7
神奈川県,2024,11,7,9.7
神奈川県,2024,11,8,8.6
神奈川県,2024,11,9,4.2
神奈川県,2024,11,10,0.3
神奈川県,2024,12,1,9.7
神奈川県,2024,12,2,8.3
神奈川県,2024,12,3,9.5
神奈川県,2024,12,4,9.2
神奈川県,2024,12,5,6.1
神奈川県,2024,12,6,9.5
神奈川県,2024,12,7,8.7
神奈川県,2024,12,8,7.8
神奈川県,2024,12,9,9.6
神奈川県,2024,12,10,9.4
新潟県,2024,1,1,0.4
新潟県,2024,1,2,2.3
新潟県,2024,1,3,0.0
新潟県,2024,1,4,4.6
新潟県,2024,1,5,6.8
新潟県,2024,1,6,0.1
新潟県,2024,1,7,0.0
新潟県,2024,1,8,3.7
新潟県,2024,1,9,2.2
新潟県,2024,1,10,0.0
新潟県,2024,2,1,0.0
新潟県,2024,2,2,0.0
新潟県,2024,2,3,3.6
新潟県,2024,2,4,1.7
新潟県,2024,2,5,0.0
新潟県,2024,2,6,0.0
新潟県,2024,2,7,2.1
新潟県,2024,2,8,0.1
新潟県,2024,2,9,0.5
新潟県,2024,2,10,4.9
新潟県,2024,3,1,1.1
新潟県,2024,3,2,4.1
新潟県,2024,3,3,0.4
新潟県,2024,3,4,0.8
新潟県,2024,3,5,1.3
新潟県,2024,3,6,0.0
新潟県,2024,3,7,4.4
新潟県,2024,3,8,5.3
新潟県,2024,3,9,3.0
新潟県,2024,3,10,2.8
新潟県,2024,4,1,7.1
新潟県,2024,4,2,6.7
新潟県,2024,4,3,0.0
新潟県,2024,4,4,1.5
新潟県,2024,4,5,10.0
新潟県,2024,4,6,11.4
新潟県,2024,4,7,11.8
新潟県,2024,4,8,8.6
新潟県,2024,4,9,0.0
新潟県,2024,4,10,12.1
新潟県,2024,5,1,0.1
新潟県,2024,5,2,11.5
新潟県,2024,5,3,13.1
新潟県,2024,5,4,12.9
新潟県,2024,5,5,12.7
新潟県,2024,5,6,0.3
新潟県,2024,5,7,0.0
新潟県,2024,5,8,0.1
新潟県,2024,5,9,6.7
新潟県,2024,5,10,12.7
新潟県,2024,6,1,10.3
新潟県,2024,6,2,0.5
新潟県,2024,6,3,12.3
新潟県,2024,6,4,9.5
新潟県,2024,6,5,6.0
新潟県,2024,6,6,9.8
新潟県,2024,6,7,8.2
新潟県,2024,6,8,12.6
新潟県,2024,6,9,1.7
新潟県,2024,6,10,5.0
新潟県,2024,7,1,0.6
新潟県,2024,7,2,0.1
新潟県,2024,7,3,0.2
新潟県,2024,7,4,7.3
新潟県,2024,7,5,5.6
新潟県,2024,7,6,0.2
新潟県,2024,7,7,4.7
新潟県,2024,7,8,0.0
新潟県,2024,7,9,0.3
新潟県,2024,7,10,0.0
新潟県,2024,8,1,7.7
新潟県,2024,8,2,12.7
新潟県,2024,8,3,9.0
新潟県,2024,8,4,11.4
新潟県,2024,8,5,6.1
新潟県,2024,8,6,0.4
新潟県,2024,8,7,4.4
新潟県,2024,8,8,8.6
新潟県,2024,8,9,9.7
新潟県,2024,8,10,7.3
新潟県,2024,9,1,8.6
新潟県,2024,9,2,0.8
新潟県,2024,9,3,0.9
新潟県,2024,9,4,12.1
新潟県,2024,9,5,11.4
新潟県,2024,9,6,2.3
新潟県,2024,9,7,0.1
新潟県,2024,9,8,3.7
新潟県,2024,9,9,4.2
新潟県,2024,9,10,11.9
新潟県,2024,10,1,11.2
新潟県,2024,10,2,5.6
新潟県,2024,10,3,0.5
新潟県,2024,10,4,0.0
新潟県,2024,10,5,4.0
新潟県,2024,10,6,5.8
新潟県,2024,10,7,0.0
新潟県,2024,10,8,0.0
新潟県,2024,10,9,2.1
新潟県,2024,10,10,8.7
