都道府県,年,月,日,日較差_hPa,最高気圧_hPa,最低気圧_hPa,平均気圧_hPa,観測時間数
新潟県,2024,6,10,2.5,1010.6,1008.1,1009.1458333333334,24
新潟県,2024,7,1,9.899999999999975,1007.9,998.0,1003.1416666666668,24
新潟県,2024,7,2,5.699999999999932,1013.3,1007.6,1010.7458333333334,24
新潟県,2024,7,3,5.7999999999999545,1014.0,1008.2,1011.4041666666668,24
新潟県,2024,7,4,2.1000000000000227,1008.7,1006.6,1007.8583333333332,24
新潟県,2024,7,5,3.6000000000000227,1007.9,1004.3,1006.3166666666666,24
新潟県,2024,7,6,2.699999999999932,1008.8,1006.1,1008.025,24
新潟県,2024,7,7,1.8000000000000682,1007.7,1005.9,1006.5583333333334,24
新潟県,2024,7,8,2.699999999999932,1007.3,1004.6,1005.6833333333334,24
新潟県,2024,7,9,5.900000000000091,1007.7,1001.8,1005.0958333333334,24
新潟県,2024,7,10,10.199999999999932,1007.4,997.2,1004.35,24
新潟県,2024,8,1,2.2999999999999545,1008.4,1006.1,1007.0583333333334,24
新潟県,2024,8,2,1.7999999999999543,1007.4,1005.6,1006.6083333333336,24
新潟県,2024,8,3,1.5,1008.6,1007.1,1007.9208333333336,24
新潟県,2024,8,4,1.6999999999999318,1008.9,1007.2,1008.2375000000002,24
新潟県,2024,8,5,2.200000000000045,1009.2,1007.0,1008.1458333333334,24
新潟県,2024,8,6,1.6000000000000227,1008.9,1007.3,1008.0250000000002,24
新潟県,2024,8,7,2.5,1007.4,1004.9,1005.9750000000004,24
新潟県,2024,8,8,1.7999999999999543,1005.9,1004.1,1004.9708333333334,24
新潟県,2024,8,9,1.7000000000000457,1005.2,1003.5,1004.2125,24
新潟県,2024,8,10,1.400000000000091,1004.2,1002.8,1003.5333333333332,24
新潟県,2024,9,1,1.8999999999999773,1008.3,1006.4,1007.3999999999996,24
新潟県,2024,9,2,5.2999999999999545,1011.9,1006.6,1009.5458333333332,24
新潟県,2024,9,3,2.200000000000045,1012.6,1010.4,1011.4333333333334,24
新潟県,2024,9,4,2.699999999999932,1011.3,1008.6,1010.1041666666666,24
新潟県,2024,9,5,2.700000000000045,1009.7,1007.0,1008.4541666666668,24
新潟県,2024,9,6,5.2000000000000455,1013.6,1008.4,1011.5499999999998,24
新潟県,2024,9,7,1.6000000000000227,1015.0,1013.4,1014.1916666666666,24
新潟県,2024,9,8,2.099999999999909,1015.8,1013.7,1014.8125,24
新潟県,2024,9,9,2.300000000000068,1016.7,1014.4,1015.375,24
新潟県,2024,9,10,2.2999999999999545,1017.4,1015.1,1016.2666666666668,24
新潟県,2024,10,1,5.5,1013.2,1007.7,1009.9666666666668,24
新潟県,2024,10,2,11.199999999999932,1019.8,1008.6,1013.2625000000002,24
新潟県,2024,10,3,6.5,1021.5,1015.0,1018.6666666666666,24
新潟県,2024,10,4,8.800000000000068,1023.6,1014.8,1018.75,24
新潟県,2024,10,5,3.0,1024.7,1021.7,1022.9666666666664,24
新潟県,2024,10,6,6.2999999999999545,1022.3,1016.0,1019.4958333333332,24
新潟県,2024,10,7,4.899999999999977,1015.9,1011.0,1013.2333333333332,24
新潟県,2024,10,8,2.800000000000068,1015.7,1012.9,1014.4375,24
新潟県,2024,10,9,1.900000000000091,1014.7,1012.8,1013.925,24
新潟県,2024,10,10,3.899999999999977,1014.5,1010.6,1012.7000000000002,24
新潟県,2024,11,1,6.600000000000023,1025.5,1018.9,1022.1791666666668,24
新潟県,2024,11,2,7.600000000000023,1018.5,1010.9,1014.4166666666664,24
新潟県,2024,11,3,6.399999999999977,1023.9,1017.5,1021.8916666666664,24
新潟県,2024,11,4,6.2000000000000455,1021.5,1015.3,1018.4041666666668,24
新潟県,2024,11,5,4.800000000000068,1021.7,1016.9,1019.3250000000002,24
新潟県,2024,11,6,4.300000000000068,1020.7,1016.4,1018.0708333333336,24
新潟県,2024,11,7,9.199999999999932,1030.6,1021.4,1027.1416666666669,24
新潟県,2024,11,8,2.400000000000091,1031.7,1029.3,1030.4541666666669,24
新潟県,2024,11,9,2.700000000000045,1031.0,1028.3,1029.4833333333331,24
新潟県,2024,11,10,9.0,1028.2,1019.2,1024.0708333333334,24
新潟県,2024,12,1,7.199999999999932,1018.8,1011.6,1015.5958333333332,24
新潟県,2024,12,2,3.7000000000000455,1019.6,1015.9,1017.7666666666668,24
新潟県,2024,12,3,3.200000000000045,1016.0,1012.8,1014.8625,24
新潟県,2024,12,4,3.699999999999932,1015.8,1012.1,1013.7916666666664,24
新潟県,2024,12,5,3.899999999999977,1011.6,1007.7,1009.25,24
新潟県,2024,12,6,6.2999999999999545,1013.0,1006.7,1010.1041666666666,24
新潟県,2024,12,7,4.100000000000023,1017.5,1013.4,1015.4541666666668,24
新潟県,2024,12,8,7.399999999999977,1018.1,1010.7,1013.4375,24
新潟県,2024,12,9,1.8999999999999773,1019.4,1017.5,1018.4958333333334,24
新潟県,2024,12,10,2.699999999999932,1019.3,1016.6,1018.0958333333332,24
富山県,2024,1,1,10.599999999999907,1026.8,1016.2,1024.2708333333337,24
富山県,2024,1,2,6.999999999999886,1025.1,1018.1,1021.4166666666664,24
富山県,2024,1,3,7.899999999999977,1017.5,1009.6,1013.6083333333332,24
富山県,2024,1,4,13.0,1022.6,1009.6,1017.6,24
富山県,2024,1,5,4.0,1022.2,1018.2,1019.9291666666668,24
富山県,2024,1,6,4.399999999999977,1018.1,1013.7,1015.3000000000004,24
富山県,2024,1,7,5.100000000000023,1016.6,1011.5,1014.5,24
富山県,2024,1,8,8.299999999999955,1024.8,1016.5,1023.0,24
富山県,2024,1,9,7.2000000000000455,1023.7,1016.5,1018.9708333333332,24
富山県,2024,1,10,4.600000000000023,1018.4,1013.8,1016.6666666666669,24
富山県,2024,2,1,9.099999999999907,1027.6,1018.5,1023.4166666666664,24
富山県,2024,2,2,3.300000000000182,1029.9,1026.6,1027.8375,24
富山県,2024,2,3,4.2999999999999545,1031.6,1027.3,1029.5833333333333,24
富山県,2024,2,4,2.400000000000091,1028.7,1026.3,1027.5083333333332,24
富山県,2024,2,5,12.899999999999975,1027.8,1014.9,1019.8916666666668,24
富山県,2024,2,6,3.200000000000045,1020.7,1017.5,1019.8000000000002,24
富山県,2024,2,7,2.700000000000045,1019.6,1016.9,1018.5625,24
富山県,2024,2,8,2.699999999999932,1021.3,1018.6,1019.5625,24
富山県,2024,2,9,2.7999999999999545,1021.9,1019.1,1020.2333333333336,24
富山県,2024,2,10,4.0,1021.3,1017.3,1018.6625,24
富山県,2024,3,1,6.5,1014.7,1008.2,1010.3166666666668,24
富山県,2024,3,2,3.300000000000068,1019.1,1015.8,1017.645833333333,24
富山県,2024,3,3,4.2000000000000455,1019.2,1015.0,1017.4625,24
富山県,2024,3,4,7.0,1024.7,1017.7,1021.6958333333336,24
富山県,2024,3,5,13.199999999999932,1024.6,1011.4,1019.1166666666668,24
富山県,2024,3,6,6.7000000000000455,1015.5,1008.8,1011.958333333333,24
富山県,2024,3,7,3.5,1017.7,1014.2,1015.9208333333336,24
富山県,2024,3,8,8.0,1014.3,1006.3,1009.5083333333332,24
富山県,2024,3,9,12.200000000000044,1022.6,1010.4,1017.1666666666664,24
富山県,2024,3,10,6.100000000000023,1029.5,1023.4,1027.5541666666663,24
富山県,2024,4,1,8.200000000000045,1017.6,1009.4,1012.5375,24
富山県,2024,4,2,2.3999999999999773,1019.6,1017.2,1018.3791666666668,24
富山県,2024,4,3,13.5,1016.8,1003.3,1010.2041666666668,24
富山県,2024,4,4,16.100000000000023,1019.7,1003.6,1012.7375,24
富山県,2024,4,5,2.3999999999999773,1021.5,1019.1,1020.2375,24
富山県,2024,4,6,4.399999999999977,1022.1,1017.7,1019.8041666666668,24
富山県,2024,4,7,2.1000000000000227,1018.9,1016.8,1017.8458333333334,24
富山県,2024,4,8,4.7999999999999545,1018.5,1013.7,1016.6208333333336,24
富山県,2024,4,9,14.700000000000044,1025.0,1010.3,1017.2333333333336,24
富山県,2024,4,10,4.099999999999909,1029.0,1024.9,1027.5041666666668,24
富山県,2024,5,1,6.0,1013.7,1007.7,1010.2125,24
富山県,2024,5,2,5.7999999999999545,1019.8,1014.0,1017.5791666666664,24
富山県,2024,5,3,3.3999999999999773,1020.9,1017.5,1019.625,24
富山県,2024,5,4,2.300000000000068,1021.2,1018.9,1020.0166666666668,24
富山県,2024,5,5,4.7000000000000455,1021.0,1016.3,1018.5791666666664,24
富山県,2024,5,6,6.199999999999932,1015.9,1009.7,1012.2916666666666,24
富山県,2024,5,7,3.7999999999999545,1010.3,1006.5,1008.5583333333336,24
富山県,2024,5,8,5.7000000000000455,1015.6,1009.9,1013.3583333333332,24
富山県,2024,5,9,5.5,1020.5,1015.0,1017.3416666666666,24
富山県,2024,5,10,2.6000000000000227,1021.5,1018.9,1020.1708333333336,24
富山県,2024,6,1,3.2999999999999545,1010.9,1007.6,1009.2083333333331,24
富山県,2024,6,2,2.7999999999999545,1009.3,1006.5,1008.1458333333334,24
富山県,2024,6,3,2.7999999999999545,1011.0,1008.2,1009.2791666666668,24
富山県,2024,6,4,6.5,1017.2,1010.7,1013.3666666666664,24
富山県,2024,6,5,3.899999999999977,1021.1,1017.2,1019.4874999999998,24
富山県,2024,6,6,3.199999999999932,1021.4,1018.2,1019.6,24
富山県,2024,6,7,3.0,1018.1,1015.1,1016.525,24
富山県,2024,6,8,3.7999999999999545,1015.9,1012.1,1014.0125,24
富山県,2024,6,9,3.5,1012.6,1009.1,1010.6208333333332,24
富山県,2024,6,10,2.700000000000045,1010.5,1007.8,1009.1291666666666,24
富山県,2024,7,1,8.200000000000045,1008.0,999.8,1004.3208333333332,24
富山県,2024,7,2,5.800000000000068,1013.6,1007.8,1010.6875,24
富山県,2024,7,3,4.400000000000091,1013.7,1009.3,1011.5375,24
富山県,2024,7,4,3.899999999999977,1010.5,1006.6,1008.7583333333332,24
富山県,2024,7,5,5.199999999999932,1008.3,1003.1,1006.1166666666668,24
富山県,2024,7,6,3.1000000000000227,1009.9,1006.8,1008.475,24
富山県,2024,7,7,2.900000000000091,1008.7,1005.8,1007.1,24
富山県,2024,7,8,2.1000000000000227,1008.1,1006.0,1007.0375,24
富山県,2024,7,9,4.2999999999999545,1008.3,1004.0,1005.8958333333331,24
富山県,2024,7,10,9.5,1007.9,998.4,1004.0625,24
富山県,2024,8,1,2.6000000000000227,1008.1,1005.5,1006.6833333333332,24
富山県,2024,8,2,1.8000000000000682,1007.1,1005.3,1006.25,24
富山県,2024,8,3,1.5,1008.3,1006.8,1007.5541666666664,24
富山県,2024,8,4,1.7000000000000457,1008.6,1006.9,1008.0749999999998,24
富山県,2024,8,5,2.700000000000045,1009.0,1006.3,1007.7333333333332,24
富山県,2024,8,6,1.900000000000091,1008.2,1006.3,1007.4208333333336,24
富山県,2024,8,7,2.200000000000045,1007.0,1004.8,1005.7583333333332,24
富山県,2024,8,8,2.1000000000000227,1005.9,1003.8,1004.7875,24
富山県,2024,8,9,1.7000000000000457,1004.7,1003.0,1003.9249999999998,24
富山県,2024,8,10,1.5,1004.2,1002.7,1003.4125,24
富山県,2024,9,1,1.7999999999999543,1008.0,1006.2,1007.2125,24
富山県,2024,9,2,4.899999999999977,1011.4,1006.5,1009.6583333333334,24
富山県,2024,9,3,2.3999999999999773,1012.3,1009.9,1010.9874999999998,24
富山県,2024,9,4,2.199999999999932,1010.8,1008.6,1009.8291666666668,24
富山県,2024,9,5,2.6000000000000227,1009.7,1007.1,1008.4583333333331,24
富山県,2024,9,6,4.100000000000023,1013.4,1009.3,1011.5500000000002,24
富山県,2024,9,7,2.0,1014.9,1012.9,1013.9166666666664,24
富山県,2024,9,8,2.5,1015.4,1012.9,1014.1749999999998,24
富山県,2024,9,9,2.0,1015.9,1013.9,1014.9624999999996,24
富山県,2024,9,10,2.700000000000045,1017.1,1014.4,1015.7999999999998,24
富山県,2024,10,1,5.099999999999909,1012.8,1007.7,1009.8541666666664,24
富山県,2024,10,2,9.600000000000025,1019.0,1009.4,1013.1958333333332,24
富山県,2024,10,3,4.7999999999999545,1019.4,1014.6,1017.3208333333336,24
富山県,2024,10,4,8.400000000000091,1024.2,1015.8,1019.7583333333332,24
富山県,2024,10,5,3.0,1024.0,1021.0,1022.5083333333332,24
富山県,2024,10,6,5.5,1021.4,1015.9,1019.2208333333334,24
富山県,2024,10,7,4.7999999999999545,1015.8,1011.0,1012.9791666666666,24
富山県,2024,10,8,3.200000000000045,1015.0,1011.8,1013.3416666666666,24
富山県,2024,10,9,1.8000000000000682,1013.1,1011.3,1012.3833333333332,24
富山県,2024,10,10,2.5,1013.6,1011.1,1012.4666666666666,24
富山県,2024,11,1,5.999999999999886,1024.1,1018.1,1021.1708333333332,24
富山県,2024,11,2,9.399999999999975,1018.3,1008.9,1013.4291666666668,24
富山県,2024,11,3,4.800000000000068,1022.6,1017.8,1021.1916666666666,24
富山県,2024,11,4,5.600000000000023,1021.4,1015.8,1018.4625,24
富山県,2024,11,5,6.100000000000023,1021.0,1014.9,1018.3458333333332,24
富山県,2024,11,6,8.100000000000023,1023.1,1015.0,1018.2291666666666,24
富山県,2024,11,7,8.700000000000045,1032.9,1024.2,1029.9666666666665,24
富山県,2024,11,8,3.2999999999999545,1032.6,1029.3,1030.8166666666668,24
富山県,2024,11,9,3.200000000000045,1030.2,1027.0,1028.6166666666666,24
富山県,2024,11,10,7.799999999999954,1027.5,1019.7,1023.4583333333331,24
富山県,2024,12,1,3.6000000000000227,1017.7,1014.1,1016.0666666666666,24
富山県,2024,12,2,2.900000000000091,1018.7,1015.8,1017.3291666666668,24
富山県,2024,12,3,2.6000000000000227,1016.7,1014.1,1015.7125,24
富山県,2024,12,4,4.699999999999932,1018.3,1013.6,1015.8374999999996,24
富山県,2024,12,5,2.5,1013.2,1010.7,1012.0375,24
富山県,2024,12,6,5.2999999999999545,1016.0,1010.7,1013.3791666666666,24
富山県,2024,12,7,4.399999999999977,1018.0,1013.6,1016.1291666666668,24
富山県,2024,12,8,8.899999999999977,1020.6,1011.7,1016.0583333333334,24
富山県,2024,12,9,2.300000000000068,1022.1,1019.8,1021.0624999999995,24
富山県,2024,12,10,3.0,1020.2,1017.2,1018.875,24
石川県,2024,1,1,9.900000000000093,1026.7,1016.8,1024.3749999999998,24
石川県,2024,1,2,7.400000000000091,1025.4,1018.0,1021.3291666666664,24
石川県,2024,1,3,8.300000000000068,1017.6,1009.3,1013.4125,24
石川県,2024,1,4,12.400000000000093,1022.2,1009.8,1017.65,24
石川県,2024,1,5,3.5,1021.7,1018.2,1019.8208333333336,24
石川県,2024,1,6,4.400000000000091,1018.2,1013.8,1015.3583333333332,24
石川県,2024,1,7,5.100000000000023,1016.4,1011.3,1014.5499999999998,24
石川県,2024,1,8,7.399999999999864,1024.6,1017.2,1022.7458333333334,24
石川県,2024,1,9,6.2000000000000455,1022.7,1016.5,1018.5249999999996,24
石川県,2024,1,10,4.7000000000000455,1018.1,1013.4,1016.3541666666664,24
石川県,2024,2,1,9.0,1027.5,1018.5,1023.3958333333336,24
石川県,2024,2,2,3.2999999999999545,1029.7,1026.4,1027.7208333333333,24
石川県,2024,2,3,4.2000000000000455,1031.2,1027.0,1029.2125,24
石川県,2024,2,4,2.699999999999818,1028.6,1025.9,1027.0749999999998,24
石川県,2024,2,5,12.199999999999932,1026.8,1014.6,1019.6666666666664,24
石川県,2024,2,6,3.2999999999999545,1020.9,1017.6,1019.7833333333334,24
石川県,2024,2,7,2.2999999999999545,1019.3,1017.0,1018.4833333333332,24
石川県,2024,2,8,2.2999999999999545,1020.8,1018.5,1019.4583333333331,24
石川県,2024,2,9,3.0,1021.6,1018.6,1019.875,24
石川県,2024,2,10,3.7999999999999545,1020.9,1017.1,1018.6750000000002,24
石川県,2024,3,1,6.899999999999977,1015.6,1008.7,1010.6416666666664,24
石川県,2024,3,2,2.700000000000045,1018.5,1015.8,1017.525,24
石川県,2024,3,3,3.699999999999932,1018.8,1015.1,1017.2875,24
石川県,2024,3,4,6.2999999999999545,1024.3,1018.0,1021.6124999999996,24
石川県,2024,3,5,13.399999999999975,1024.0,1010.6,1018.3666666666668,24
石川県,2024,3,6,7.399999999999977,1016.1,1008.7,1012.0083333333332,24
石川県,2024,3,7,3.3999999999999773,1018.0,1014.6,1016.0750000000002,24
石川県,2024,3,8,6.899999999999977,1014.1,1007.2,1009.5500000000002,24
石川県,2024,3,9,12.399999999999975,1023.5,1011.1,1017.7166666666668,24
石川県,2024,3,10,5.500000000000114,1029.4,1023.9,1027.6208333333334,24
石川県,2024,4,1,8.300000000000068,1017.6,1009.3,1012.9291666666664,24
石川県,2024,4,2,3.1000000000000227,1019.5,1016.4,1017.8541666666669,24
石川県,2024,4,3,13.0,1016.0,1003.0,1009.275,24
石川県,2024,4,4,15.600000000000025,1019.6,1004.0,1012.5916666666666,24
石川県,2024,4,5,3.0,1021.3,1018.3,1019.8583333333332,24
石川県,2024,4,6,4.2000000000000455,1021.6,1017.4,1019.4833333333332,24
石川県,2024,4,7,1.2000000000000457,1018.6,1017.4,1017.9374999999995,24
石川県,2024,4,8,5.5,1018.3,1012.8,1016.2208333333332,24
石川県,2024,4,9,14.899999999999975,1025.0,1010.1,1017.2916666666666,24
石川県,2024,4,10,3.7000000000000455,1028.7,1025.0,1027.1291666666666,24
石川県,2024,5,1,6.899999999999977,1014.3,1007.4,1010.1458333333334,24
石川県,2024,5,2,5.2999999999999545,1019.9,1014.6,1017.5958333333334,24
石川県,2024,5,3,2.6000000000000227,1021.0,1018.4,1019.8,24
石川県,2024,5,4,2.5,1021.2,1018.7,1019.9041666666668,24
石川県,2024,5,5,4.699999999999932,1020.9,1016.2,1018.4708333333332,24
石川県,2024,5,6,6.900000000000091,1015.7,1008.8,1011.5208333333331,24
石川県,2024,5,7,4.2000000000000455,1010.6,1006.4,1008.9208333333332,24
石川県,2024,5,8,5.7999999999999545,1015.9,1010.1,1013.5208333333336,24
石川県,2024,5,9,5.300000000000068,1020.6,1015.3,1017.6333333333332,24
石川県,2024,5,10,2.400000000000091,1021.2,1018.8,1020.2125,24
石川県,2024,6,1,3.0,1010.9,1007.9,1009.4583333333334,24
石川県,2024,6,2,2.700000000000045,1009.7,1007.0,1008.2833333333334,24
石川県,2024,6,3,2.7999999999999545,1011.3,1008.5,1009.5208333333334,24
石川県,2024,6,4,6.2000000000000455,1017.2,1011.0,1013.5291666666668,24
石川県,2024,6,5,3.7000000000000455,1021.0,1017.3,1019.3916666666668,24
石川県,2024,6,6,3.5,1021.0,1017.5,1019.1000000000004,24
石川県,2024,6,7,2.6000000000000227,1017.7,1015.1,1016.1791666666668,24
石川県,2024,6,8,4.100000000000023,1016.0,1011.9,1013.9833333333336,24
石川県,2024,6,9,3.6000000000000227,1012.5,1008.9,1010.6666666666666,24
石川県,2024,6,10,2.099999999999909,1010.3,1008.2,1009.2291666666669,24
石川県,2024,7,1,8.900000000000091,1008.2,999.3,1004.5583333333334,24
石川県,2024,7,2,5.600000000000023,1013.5,1007.9,1010.8875,24
石川県,2024,7,3,4.099999999999909,1013.3,1009.2,1011.5541666666668,24
石川県,2024,7,4,3.0,1010.5,1007.5,1009.0833333333331,24
石川県,2024,7,5,5.100000000000023,1008.7,1003.6,1006.2875,24
石川県,2024,7,6,2.800000000000068,1009.7,1006.9,1008.625,24
石川県,2024,7,7,2.1000000000000227,1008.6,1006.5,1007.3999999999996,24
石川県,2024,7,8,1.7000000000000457,1008.1,1006.4,1007.2208333333332,24
石川県,2024,7,9,4.7999999999999545,1008.9,1004.1,1006.3375000000002,24
石川県,2024,7,10,9.700000000000044,1008.0,998.3,1003.8916666666668,24
石川県,2024,8,1,2.5,1008.1,1005.6,1006.7958333333332,24
石川県,2024,8,2,1.599999999999909,1007.3,1005.7,1006.4041666666668,24
石川県,2024,8,3,1.1999999999999318,1008.4,1007.2,1007.7791666666668,24
石川県,2024,8,4,1.8999999999999773,1008.9,1007.0,1008.1416666666668,24
石川県,2024,8,5,2.3999999999999773,1008.9,1006.5,1007.7833333333334,24
石川県,2024,8,6,1.6999999999999318,1008.3,1006.6,1007.3041666666668,24
石川県,2024,8,7,2.200000000000045,1007.1,1004.9,1005.8416666666666,24
石川県,2024,8,8,2.099999999999909,1005.8,1003.7,1004.75,24
石川県,2024,8,9,2.300000000000068,1004.7,1002.4,1003.7291666666666,24
石川県,2024,8,10,1.7999999999999543,1004.0,1002.2,1003.2875,24
石川県,2024,9,1,1.7999999999999543,1007.9,1006.1,1007.1583333333334,24
石川県,2024,9,2,4.599999999999909,1011.3,1006.7,1009.5541666666668,24
石川県,2024,9,3,2.700000000000045,1012.2,1009.5,1010.9125,24
石川県,2024,9,4,2.5,1010.7,1008.2,1009.6583333333334,24
石川県,2024,9,5,2.300000000000068,1009.6,1007.3,1008.6166666666668,24
石川県,2024,9,6,3.699999999999932,1013.3,1009.6,1011.6041666666664,24
石川県,2024,9,7,1.5,1014.8,1013.3,1014.0916666666662,24
石川県,2024,9,8,2.5,1015.5,1013.0,1014.2041666666668,24
石川県,2024,9,9,2.5,1015.7,1013.2,1014.6666666666666,24
石川県,2024,9,10,2.1000000000000227,1016.9,1014.8,1015.6791666666668,24
石川県,2024,10,1,4.600000000000023,1012.6,1008.0,1009.9458333333332,24
石川県,2024,10,2,10.100000000000025,1019.4,1009.3,1013.3583333333332,24
石川県,2024,10,3,5.2000000000000455,1019.0,1013.8,1017.1791666666668,24
石川県,2024,10,4,7.899999999999864,1024.1,1016.2,1020.0,24
石川県,2024,10,5,3.0,1023.9,1020.9,1022.4541666666668,24
石川県,2024,10,6,5.7000000000000455,1021.6,1015.9,1019.1958333333332,24
石川県,2024,10,7,4.300000000000068,1016.2,1011.9,1013.3166666666666,24
石川県,2024,10,8,2.5,1014.9,1012.4,1013.5,24
石川県,2024,10,9,2.2999999999999545,1013.8,1011.5,1012.7041666666664,24
石川県,2024,10,10,2.700000000000045,1013.7,1011.0,1012.5208333333331,24
石川県,2024,11,1,5.800000000000068,1023.6,1017.8,1021.15,24
石川県,2024,11,2,9.600000000000025,1018.0,1008.4,1013.2625000000002,24
石川県,2024,11,3,4.5,1022.6,1018.1,1021.175,24
石川県,2024,11,4,5.2999999999999545,1021.4,1016.1,1018.6708333333336,24
石川県,2024,11,5,6.0,1020.7,1014.7,1017.9583333333331,24
石川県,2024,11,6,9.100000000000025,1023.9,1014.8,1018.4708333333334,24
石川県,2024,11,7,7.799999999999954,1032.7,1024.9,1029.975,24
石川県,2024,11,8,3.1000000000001364,1032.2,1029.1,1030.5124999999998,24
石川県,2024,11,9,2.7999999999999545,1029.6,1026.8,1028.1833333333332,24
石川県,2024,11,10,7.700000000000045,1027.0,1019.3,1022.9749999999998,24
石川県,2024,12,1,3.599999999999909,1017.3,1013.7,1015.7666666666664,24
石川県,2024,12,2,2.800000000000068,1018.6,1015.8,1017.1833333333334,24
石川県,2024,12,3,2.200000000000045,1016.6,1014.4,1015.6916666666666,24
石川県,2024,12,4,4.399999999999977,1018.1,1013.7,1015.8166666666666,24
石川県,2024,12,5,2.700000000000045,1013.1,1010.4,1011.8250000000004,24
石川県,2024,12,6,5.2999999999999545,1015.9,1010.6,1013.2541666666666,24
石川県,2024,12,7,4.2000000000000455,1018.0,1013.8,1016.0541666666668,24
石川県,2024,12,8,8.700000000000045,1020.7,1012.0,1016.0458333333336,24
石川県,2024,12,9,2.400000000000091,1022.2,1019.8,1021.0291666666668,24
石川県,2024,12,10,2.8999999999999773,1020.1,1017.2,1018.8000000000004,24
福井県,2024,1,1,10.400000000000093,1026.4,1016.0,1023.7416666666668,24
福井県,2024,1,2,6.900000000000091,1025.7,1018.8,1021.8958333333331,24
福井県,2024,1,3,7.399999999999977,1018.4,1011.0,1014.1208333333334,24
福井県,2024,1,4,12.100000000000025,1022.6,1010.5,1017.7000000000002,24
福井県,2024,1,5,3.6000000000000227,1023.1,1019.5,1021.0333333333334,24
福井県,2024,1,6,4.300000000000068,1019.2,1014.9,1016.5708333333332,24
福井県,2024,1,7,3.200000000000045,1016.5,1013.3,1015.5708333333332,24
福井県,2024,1,8,7.099999999999909,1024.6,1017.5,1022.8583333333336,24
福井県,2024,1,9,5.7999999999999545,1023.4,1017.6,1020.1291666666666,24
福井県,2024,1,10,2.6000000000000227,1017.1,1014.5,1015.5041666666666,24
福井県,2024,2,1,7.2000000000000455,1026.4,1019.2,1022.5791666666668,24
福井県,2024,2,2,3.5,1029.2,1025.7,1027.2375000000002,24
福井県,2024,2,3,3.900000000000091,1030.4,1026.5,1028.5541666666666,24
福井県,2024,2,4,2.200000000000045,1026.8,1024.6,1025.9,24
福井県,2024,2,5,13.0,1025.8,1012.8,1018.3916666666664,24
福井県,2024,2,6,4.099999999999909,1021.3,1017.2,1019.9833333333336,24
福井県,2024,2,7,2.800000000000068,1019.7,1016.9,1018.8125,24
福井県,2024,2,8,1.8999999999999773,1020.6,1018.7,1019.5166666666664,24
福井県,2024,2,9,3.3999999999999773,1021.3,1017.9,1019.5749999999998,24
福井県,2024,2,10,3.3999999999999773,1021.6,1018.2,1019.6166666666668,24
福井県,2024,3,1,8.600000000000023,1016.7,1008.1,1011.2875,24
福井県,2024,3,2,2.700000000000045,1019.5,1016.8,1018.2291666666664,24
福井県,2024,3,3,2.5,1019.5,1017.0,1018.7083333333334,24
福井県,2024,3,4,5.600000000000023,1024.2,1018.6,1022.1125000000002,24
福井県,2024,3,5,15.0,1023.6,1008.6,1017.375,24
福井県,2024,3,6,8.399999999999977,1015.1,1006.7,1010.0916666666664,24
福井県,2024,3,7,2.900000000000091,1017.2,1014.3,1015.4541666666668,24
福井県,2024,3,8,5.7999999999999545,1014.3,1008.5,1010.4208333333336,24
福井県,2024,3,9,11.200000000000044,1023.7,1012.5,1018.3958333333334,24
福井県,2024,3,10,5.7000000000000455,1029.8,1024.1,1027.7416666666666,24
福井県,2024,4,1,9.0,1018.2,1009.2,1013.1791666666664,24
福井県,2024,4,2,2.900000000000091,1019.2,1016.3,1017.6958333333332,24
福井県,2024,4,3,13.0,1015.7,1002.7,1009.1125,24
福井県,2024,4,4,14.899999999999975,1018.8,1003.9,1012.1291666666668,24
福井県,2024,4,5,3.1000000000000227,1021.4,1018.3,1019.7041666666664,24
福井県,2024,4,6,4.7000000000000455,1021.7,1017.0,1019.2666666666664,24
福井県,2024,4,7,2.199999999999932,1018.9,1016.7,1017.7416666666668,24
福井県,2024,4,8,6.300000000000068,1018.2,1011.9,1015.925,24
福井県,2024,4,9,15.599999999999907,1024.1,1008.5,1015.8541666666664,24
福井県,2024,4,10,4.900000000000091,1029.0,1024.1,1026.9875000000002,24
福井県,2024,5,1,6.300000000000068,1013.2,1006.9,1009.275,24
福井県,2024,5,2,6.7000000000000455,1020.2,1013.5,1017.3083333333334,24
福井県,2024,5,3,3.3999999999999773,1020.9,1017.5,1019.5625,24
福井県,2024,5,4,3.099999999999909,1021.3,1018.2,1019.7708333333334,24
福井県,2024,5,5,4.7000000000000455,1021.7,1017.0,1019.2375000000002,24
福井県,2024,5,6,5.399999999999977,1016.8,1011.4,1013.8458333333334,24
福井県,2024,5,7,3.3999999999999773,1010.9,1007.5,1009.6625,24
福井県,2024,5,8,4.7999999999999545,1015.0,1010.2,1012.8625000000002,24
福井県,2024,5,9,6.5,1021.1,1014.6,1017.5,24
福井県,2024,5,10,2.800000000000068,1021.7,1018.9,1020.5874999999996,24
福井県,2024,6,1,3.199999999999932,1011.4,1008.2,1009.5666666666666,24
福井県,2024,6,2,2.7999999999999545,1009.8,1007.0,1008.3041666666668,24
福井県,2024,6,3,2.599999999999909,1011.3,1008.7,1009.4958333333332,24
福井県,2024,6,4,5.7999999999999545,1017.0,1011.2,1013.5416666666664,24
福井県,2024,6,5,3.899999999999977,1020.9,1017.0,1019.05,24
